Model,Threshold,Val Recall-NEG,Val Macro-F1,Test Accuracy,Test Recall-NEG,Test Recall-POS,Test Macro-F1,Test Weighted-F1,Test ROC-AUC,Train Time (s),Notes
OPT IndoBERT + weighted/focal loss + early_stop + threshold,0.68,1.0,0.855,0.9086,0.9767,0.8997,0.8288,0.9187,0.9833,529.9,Negative class boost + focal weighted loss + in-memory early stopping + threshold tuned for Recall-NEG.
