place_id,place_name,address,lat,lon,n_reviews,n_negatif,n_positif,sentimen_mayoritas,avg_prob_neg,avg_prob_pos,ringkasan_ulasan,contoh_ulasan
ChIJlQaFUmxfZS4RqlctDf7hLJs,Mie Ayam Kamandaka,"H6R8+7XG, Jl. Kamandaka, Dusun II, Bobosan, Kec. Kedungbanteng, Kabupaten Banyumas, Jawa Tengah 53152, Indonesia",-7.409301,109.21745229999999,29,8,21,Positif,0.28381505608558655,0.7161850333213806,"rasa enak/gurih, tempat nyaman/bersih, pelayanan ramah/cepat","&bull; Enak porsi banyak tapi yang difoto engga habis wkwk<br>&bull; mie ayam yg ngasih ayamnya gak pelit, ditambah topping juga jadi tambah mantap, dan yg jadi ciri khas dari dulu yaitu ada taburan kacang yg bisa di...<br>&bull; Mienya kecil tapi enak jarang jarang ada mie ayam pakai mie kecil asli ini enaknya mie nya, sudah 2 kali mampir selalu ramai"
ChIJtUXrGaJfZS4RFdjb2lc6kXs,Mie Ayam Mas Mul Gendut,"Jl. Komisaris Bambang Suprapto, Cigrobak, Purwokerto Lor, Kec. Purwokerto Tim., Kab. Banyumas, Jawa Tengah 53111, Indonesia",-7.4232472,109.25045480000001,26,2,24,Positif,0.10915779322385788,0.8908421993255615,"rasa enak/gurih, tempat nyaman/bersih, pelayanan ramah/cepat","&bull; mie ayamnyaa enaakk tipe gurih sedikit manis balance bumbunya, spt tipe mie jadul mienya tipis, lembut, kenyal, porsi pass. mantapp 👍👍<br>&bull; Ijolan Karo Sega goreng..🤣<br>&bull; Mie ayam enak, gurih dan tidak terlalu blaget. Sesuai selera. Porsi buanyakkkk dan tidak bikin enek. Mie nya masak e pas dan Memang ada ciri khas s..."
ChIJB-nKSMlfZS4RnfE9X3-t5xM,Mie Ayam Lampung Khas Bangka Purwokerto,"Jl. Jend. Gatot Subroto, Kedungter Lor, Kedunguter, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53131, Indonesia",-7.419053299999999,109.2271083,25,0,25,Positif,0.04717007279396057,0.9528299570083618,"rasa enak/gurih, tempat nyaman/bersih, pelayanan ramah/cepat","&bull; Mie nya enak dan cocok di lidah. Om Supri (penjual) juga ramah. Satu lagi, jadi tempat kopdar dadakan untuk Komunitas Suzuki Splash Banyumas Raya....<br>&bull; Mie ayam lampung sangat kenyal dan lembut mie nya rasa sangat nendang dilidah cuman sayang gak ada telor lo nya biar lebih lengkap<br>&bull; Keren"
ChIJOdxaQABfZS4RytI26xveqYQ,Mie Ayam Lik Itis,"Jl. Mayjend. Sutoyo, Sawangan, Kedungwuluh, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53131, Indonesia",-7.4285429999999995,109.2265822,25,3,22,Positif,0.16678352653980255,0.8332164287567139,"rasa enak/gurih, porsi kurang, pelayanan ramah/cepat","&bull; Pertama kali kesini karena rekomen teman, kaget karena emang se-tersembunyi itu tempatnya. Masuk gang yg cm muat 1 motor, kalau bawa mobil bisa tap...<br>&bull; Beberapa bulan lalu nyobain mie ayam ini kaget dan ngga nyangka kalo tempatnya masuk ke gang kecil yang cuman bisa dilewati satu motor aja. Tapi ka...<br>&bull; Pertama kali makan di sini sama orang² kantor, diajakin & ditraktir sama bos 😁 Sumpah ya, ini lokasinya hidden banget, sampai sempet ada yang nyasa..."
ChIJqdm23VxfZS4RiZGEgPsPodg,Mie Ayam Ma-Dyang,"Jl. Martadireja 1 No.798, Kejawar, Arcawinangun, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53113, Indonesia",-7.4207155,109.25956390000002,22,7,15,Positif,0.28977832198143005,0.7102217078208923,"rasa enak/gurih, rasa kurang cocok, tempat nyaman/bersih",&bull; Mienya uenak banget<br>&bull; Suasananya kurang begitu ramai<br>&bull; Porsinya kurang banyak..
ChIJW-DIciNfZS4RSEZl3D7lAlg,MIE AYAM 99 KEBONDALEM PURWOKERTO,"H6GV+HG7, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.423582399999997,109.24378740000003,21,8,13,Positif,0.41707271337509155,0.5829272866249084,"rasa enak/gurih, harga terjangkau, pelayanan lama/kurang","&bull; Porsi & rasanya sudah berubah nggak seperti dulu lagi...melayani pembeli juga terlihat kurang ramah, jualan emang capek tapi nggak gitu juga bro......<br>&bull; Ini kapan jualan lagi atau pindah kemana deh ya?<br>&bull; Mie nya gepeng, tipikal rasa ringan gurih jdi ngga medok, porsi pas, harga 12.000 Saya yg suka rasa medok, untuk mie ayam ini menurut saya kurang."
ChIJyZ0USbVdZS4RvlFU5NeBgSs,Mie Ayam Kriuk Purwokerto,"Jl. Samparangin No.14, RT.02/RW.01, Tasari, Teluk, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53145, Indonesia",-7.4447847000000005,109.24913169999999,21,2,19,Positif,0.13368557393550873,0.8663144111633301,"rasa enak/gurih, pelayanan lama/kurang, harga terjangkau","&bull; Rasa enak, soft dan ngena di lidah, Tempat nyaman, Saran datang sore hari supaya teduh<br>&bull; Tipe mie keriting, harga murah, rasanya enak. Cuma syang kipas anginnya kurang aja sih buat ditempatnya yg menurutku cukup panas<br>&bull; Mie ayam enak, porsi pas, harga bersahabat"
ChIJ0fWOQadfZS4RfUVxFIg2dm4,"Mie Ayam dan Bakso Pak Man ""Mixagrip""","Jl. Perintis Kemerdekaan No.1362, RT.002/RW.6, Penisian, Purwokerto Kulon, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53141, Indonesia",-7.433970600000001,109.24009070000002,21,4,17,Positif,0.18932273983955383,0.8106772303581238,"rasa enak/gurih, porsi banyak, pelayanan ramah/cepat","&bull; Harus pesen Mie ayam ricanya,rasanya pas banget menurutku nggak perlu tambahan kecap/saos lagi udah tambah enak dari topi rica nya<br>&bull; Mie ayam rica cocok kalau pas hujan.. anget di badan..<br>&bull; 1st impresi, porsi besar.. kuahnya cenderung manis sebelum dikasih apa-apa. kalo udah dicampur kuah rica, sambel jadi mantep siii. Ada dominan mani..."
ChIJp_wwQKBfZS4RV7XK2JRJcHk,Mie Ayam Gajah Mungkur (Pasar Burung),"H69V+M8V, Karangbawang, Purwokerto Kulon, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53141, Indonesia",-7.430810799999999,109.24340739999998,20,4,16,Positif,0.22315852344036102,0.7768415212631226,"rasa enak/gurih, pelayanan ramah/cepat, porsi banyak","&bull; Sesuai judul warungnya. Ini yang kebanyakan orang bilang Mie Ayam Wonogirian. Beda banget rasanya dengan yang betebaranbdi Purwokerto dengan aliran...<br>&bull; toping lengkap . enak mie ayam nya<br>&bull; enakkk, porsinya banyakk"
ChIJRT95RJdoZS4RIrznTozLKl4,Bakso & Mie Ayam NONI,"Jl. Raya Kedungwringin, Tunjung Wetan, Tunjung, Kec. Jatilawang, Kabupaten Banyumas, Jawa Tengah 53174, Indonesia",-7.5364664999999995,109.12150430000001,19,3,16,Positif,0.17123837769031525,0.8287615776062012,"rasa enak/gurih, harga terjangkau, pelayanan lama/kurang","&bull; PELAYANAN NYA LAMA, baksonya keasinan dan kebanyakan tepung, udah nunggu lama, itu posisinya rame, trs yang diutamain malah yang dibawa pulang, trs...<br>&bull; SEBENERNYA NILAI B4 JUGA KARENA MAKANNYA SAMA DIA AJA SI. Saran aja tolong dikasih menu dan harganya, waktu kesini ga ada itu soalnya agak bingung....<br>&bull; Bakso nya semakin enak dan mantap, kuah nikmat, tetelan mantap, Harga bersahabat, tempat nyaman n bersih, si ibunya juga ramah"
ChIJf6RKFwBfZS4RQ4JhUuIU32c,Mie Ayam Rendang N3,"H5MX+7RV, Dusun II, Pasir Kulon, Kec. Karanglewas, Kabupaten Banyumas, Jawa Tengah 53161, Indonesia",-7.4167708999999995,109.1995474,19,1,18,Positif,0.10434892028570175,0.8956511616706848,"rasa enak/gurih, harga terjangkau, pelayanan ramah/cepat","&bull; Tadi niatnya cuma mau cari makan siang biasa, eh malah salfok sama menu Mie Ayam Rendang. Awalnya skeptis kan, emang nyambung? Tapi pas suapan pert...<br>&bull; Rendang banget! 💥 Mie ayam khas dengan bumbu rendang otentik yang kental dan pedas gurih. Bikin nagih, aroma rempahnya juara! 🤤🍜<br>&bull; Rasa mantab, enak, owner ramah, penyajian cepat..."
ChIJOzb3zKpfZS4R1wc_iOX0PMo,Bakso Tetelan 161,"Jl. Bobosan Barat No.Perempatan, Karangjambu, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53127, Indonesia",-7.4075786,109.2304534,16,2,14,Positif,0.1499166190624237,0.8500833511352539,"rasa enak/gurih, harga terjangkau, pelayanan ramah/cepat","&bull; Tempatnya nyaman,sayangnya sepi gak ada suasana musik dan tempatnya agak gelap perlu ditambah lampu lagi.<br>&bull; Udah lama penasaran sama mie ayam ini. Keliatan sepi tapi ternyata rasanya enak bgt 🤤 Ini tipikal mie yang setengah mateng. Kebetulan aku suka yang...<br>&bull; mi ayam favoritt, soalnyaa ada chili oilnya, baksonya juga enakk"
ChIJAy5VJ2FeZS4R8vYZbOf7EQA,"Mie Ayam ""Ti Tasik""","Jl. Jend. Gatot Subroto No.47, Karangjengkol, Sokanegara, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53115, Indonesia",-7.4198261,109.2307849,16,4,12,Positif,0.2595771849155426,0.7404228448867798,"rasa enak/gurih, tempat nyaman/bersih, harga terjangkau","&bull; Rasa mie nya enak sepertinya buatan sendiri, namun untuk rasa ayamnya standar. Bumbunya gurih enak tipikal mie yg kuahnya bening. Mie nya ngenyangi...<br>&bull; Sudah ngga enak mie Ayam baksonya, ngga seenak dulu. Dulu ada sambal buatan Ci Tasik yg sangat enak, sekarang cuma saus botol biasa. Baksonya juga...<br>&bull; Gak ada kecap, gak ada sambel, mi nya Hanya dikasih saos jd kek kecut gitu. Perlu di upgrade siih rasanya dan ayamnya gak berasa"
ChIJo0sLItJfZS4Rk_4lG-WN4iM,Mie ayam kaisar,"Jl. Dr. Angka, Karangjengkol, Sokanegara, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53115, Indonesia",-7.415882,109.2326629,16,1,15,Positif,0.07204225659370422,0.9279577732086182,"rasa enak/gurih, harga terjangkau, tempat nyaman/bersih","&bull; Asli enak klo ini sih Pangsit kuahnya joss gandos.. 👍👍👍<br>&bull; Pangsit dan mie ayamnya enak<br>&bull; Mienya enak lembut untuk pangsit nya isian sedikit daging dan daun bawang, overall enak recomended, harga terjangkau, pelayanan ramah 😊"
ChIJWdPwXI5eZS4R8k5JnzEHKFE,Bakmi Nyemek Andi,"Jl. Komisaris Bambang Suprapto No.15, Cigrobak, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4233205999999985,109.24511370000002,13,3,10,Positif,0.2254989743232727,0.7745010852813721,"rasa enak/gurih, rasa kurang cocok, pelayanan ramah/cepat","&bull; 20 tahun berlalu, porsi masih sama. JUMBO. Harga bersahabat. Dulu kadang mampir malam-malam pesan nasgor abis maen di Unsoed kalau kelaparan. Kali...<br>&bull; mi nya enak tapi jadi trauma makan disini helm ilang dicuri orang🙃<br>&bull; Langganan dari dulu. Rasa & porsinya mantapp"
ChIJWX5yCjhfZS4RqCDeesIcflg,Mie Ayam Bumiayu Pak Tomo,"Jl. Jend. Gatot Subroto No.102, Brubahan, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4224605,109.23948769999998,12,2,10,Positif,0.2410421222448349,0.7589579224586487,"rasa enak/gurih, harga terjangkau, pelayanan lama/kurang","&bull; Sangat cocok untuk pecinta Mie Ayam Manis. Tekstur mie nya pipih dan lembut, topping Ayam nya juga enak, btw bapaknya produksi sendiri mie nya pake...<br>&bull; ENAK BGTTTT!!!!! mienya pipih fav aku bgttt😭🫶🏼 bapaknya seru enak diajak ngobrol, dan beneran asli bumiayu soalnya tiap hari pp :)) Lokasi : masuk...<br>&bull; Suka mie nya kecil tipis/pipih enak menurut lidahku ya Sudah lama jadi pelanggan mi nya pak tomo org ya ramah lucu"
ChIJ6xQiVZBgZS4R1Q25e3l1yrc,Mie Ayam Kang Sururi,"Jl. Balai Desa Langgongsari No.Desa, Dusun II, Langgongsari, Kec. Cilongok, Kabupaten Banyumas, Jawa Tengah 53162, Indonesia",-7.412107500000001,109.1733545,12,1,11,Positif,0.11285565048456192,0.8871443867683411,"rasa enak/gurih, pelayanan ramah/cepat, tempat nyaman/bersih",&bull; Tempat nya bersih dan nyaman<br>&bull; Tempat mudah dijangkau. Jalan alternatif Pemda. Hanya beberapa ratus meter dari jalur akses provinsi. Untuk rasa boleh diadu. Porsinya full semangk...<br>&bull; Makanannya enak Pelayanam juga puas Suasana pas juga
ChIJncU2HsRfZS4Rj_9NKzPuOPU,Mie Ayam Goar,"Sebelah toko besi paku mas, Jl. Vihara Jl. Pasar Wage No.4, Purwokerto Wetan, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53136, Indonesia",-7.4260842,109.2493904,8,2,6,Positif,0.27481263875961304,0.7251873016357422,"rasa enak/gurih, harga terjangkau, pelayanan ramah/cepat","&bull; Mie ayam nya enak Murah pas dikantong Tempat bersih Pelayanan bagus Rasa tidak mengecewakan<br>&bull; Wenak tenann sing ora mampir fix arogan<br>&bull; mie ayam yami dan yummy,mantap✅⭐️⭐️⭐️⭐️⭐️"
ChIJZyfDRm5fZS4RdgCJLSPfTtk,Bakso dan Mie Ayam Pak Kisman,"Jl. Tanjlig No.12, Karangjengkol, Sokanegara, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53131, Indonesia",-7.416400000000001,109.22933109999998,7,2,5,Positif,0.28386929631233215,0.7161306738853455,"rasa enak/gurih, pelayanan lama/kurang, tempat nyaman/bersih","&bull; Mie ayamnya enak, beda dari kebanyakan mie ayam pwt yang ada bumbu kacangnya. Next mau cobain baksonyaa<br>&bull; Kebetulan kesini di jam makan siang, tenpatnya kursinya gak banyak jadi gak bisa duduk lama lama. Pelayananya lumayan lama juga, mungkin faktor ram...<br>&bull; Mencoba mie ayam bakso tetelan, secara rasa umum, tempat di dalam kurang nyaman karena panas, yang tidak terbiasa dengan rokok tidak disarankan, ka..."
ChIJ3XH_bvJfZS4R42f7iBDXzoY,Mie Ayam Bangka Oey,"H6PQ+C25, Jl. Karang Kobar, Glempang, Sokanegara, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53115, Indonesia",-7.413964,109.23762409999998,7,0,7,Positif,0.0575849823653698,0.9424149394035339,"rasa enak/gurih, harga terjangkau, porsi kurang","&bull; Beneran Otentik.. Enak, lezat, Mantafff, speechless lah pokoke<br>&bull; Capcay goreng ❤️❤️❤️❤️❤️ Mie ayam ❤️❤️❤️❤️🖤 Bakso ❤️🖤🖤🖤🖤 Next: Nasgor?<br>&bull; Mie ayam bangka manis atau asin gurih.. Mantap"
ChIJCX2Wf_hfZS4RpLvHAcHDvpQ,Bakso Daging Sapi Pak Giman Pasar Manis,"H6JG+9QR, Jl. Ps. Manis, Pesayangan, Kedungwuluh, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53131, Indonesia",-7.4189653,109.2269107,3,0,3,Positif,0.05220301076769829,0.9477970004081726,"tempat nyaman/bersih, harga terjangkau, pelayanan ramah/cepat","&bull; lumanyunnnn<br>&bull; Kuahnya seger, porsinya juga lumayan banyak, tapi ga pake tetelan ya, kayanya ga ada tetelannya, jadi buat pencinta tetelan jangan berharap.. selai...<br>&bull; Hei..yg blm prnah coba wisata kuliner di Pasar Manis, coba dong mampir ke sini.. Ada bakso daging sapi pak Giman jg lho di sini. Rasa baksonya enak..."
ChIJEx1HWsdfZS4Ra7sNiv9fwEA,ceker mercon ngapak,"Jl. Overste Isdiman No.20, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.419006200000001,109.2443641,3,0,3,Positif,0.054326459765434265,0.9456735253334045,"rasa enak/gurih, tempat nyaman/bersih","&bull; Menu2 disini cukup banyak dengan menu spesialnya adalah ceker merconnya, rasanya sangat enak dan gurih sekali, bumbu-bumbunya pun meresap sampai ke...<br>&bull; Cekernya bikin segerr<br>&bull; Cukup enak pas di dompet"
ChIJTbCAJABZZS4RQvLMXZZ8zQo,BAKSO & MIE AYAM LA TANZA cabang sumedang,"Gg. Cemp., Kadisari, Sumampir, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53125, Indonesia",-7.3989062,109.2358174,1,0,1,Positif,0.05875876173377037,0.9412412047386169,rasa enak/gurih,&bull; Mantap betull emang enak👍👍👍👍
ChIJ-eyJhJlpZS4R7o4xn09WWRs,Mie Ayam Mbah Jas,"Jl. Nasional III No.19-23, Tunjung Wetan, Tunjung, Kec. Jatilawang, Kabupaten Banyumas, Jawa Tengah 53174, Indonesia",-7.535501,109.12372,1,1,0,Negatif,0.43030205368995667,0.569697916507721,tema ulasan belum dominan,"&bull; mi nya otentik, bukan mi pasaran, racikan sdnr nih"
ChIJ2V_hhiRfZS4Rk5XyKxuCcLA,Mie Ayam Pak Dhe,"Jl. Permadi No.7, Dusun II Pandak, Pandak, Kec. Baturaden, Kabupaten Banyumas, Jawa Tengah 53151, Indonesia",-7.3779111,109.2429119,1,0,1,Positif,0.05293714627623558,0.9470628499984741,rasa enak/gurih,"&bull; Mie nya sangat enak, rasanya sangat khas. Baru pernah makan mie ayam seenak ini, sampe pengen nangis"
