source_role,period,place_name,lat,lon,n_reviews,negative,positive,dominant_sentiment,sentiment_source,rentang_tanggal,place_id,avg_confidence_model
training_eda,2023-05,Mi Ayam Pak Wanto Purwokerto,-7.429113799999999,109.24458050000001,5,0,5,Positif,EDA/labeler all_platforms,,,
training_eda,2023-05,"Mie Ayam ""We-Tan""2",-7.4502034,109.24290609999998,3,0,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-05,Bakmi Nyemek Bu TRIMO,-7.4332135,109.25849420000002,3,0,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-05,Bakso Gendut Putro,-7.4275052,109.2525653,4,1,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-05,Mie Ayam Pojok Lapang,-7.4356344,109.2732321,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-05,Mie Ayam & Bakso WE-TAN,-7.4157893,109.2637874,3,0,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-05,MieAgo,-7.4082968,109.27497090000001,3,0,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-05,Dapoer Prambanan,-7.4259542,109.2371769,3,0,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-05,Mie Ayam Mame,-7.4228848,109.240767,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-05,Mie Ayam Pak Kumis Asli Bumiayu,-7.4002193,109.24451570000001,3,1,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-05,Mie Ayam Pak Marso,-7.423968,109.236043,5,0,5,Positif,EDA/labeler all_platforms,,,
training_eda,2023-05,Mie Ayam Ijo Bpk. Sabar,-7.4235896,109.2391104,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-05,Mie Ayam Ma-Dyang,-7.4207155,109.2595639,1,1,0,Negatif,EDA/labeler all_platforms,,,
training_eda,2023-05,Mie Ayam Pak Kumis,-7.4120193,109.2451626,3,2,1,Negatif,EDA/labeler all_platforms,,,
training_eda,2023-05,Mie Ayam Kriuk Purwokerto,-7.4447847,109.2491317,3,0,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-06,Mie Ayam dan Bakso Tunggal Rasa,-7.4171956,109.24613749999999,3,0,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-06,Mie Ayam Kang Sururi,-7.4121075,109.1733545,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-06,Mie Ayam Tipar,-7.427217000000001,109.23510730000001,5,0,5,Positif,EDA/labeler all_platforms,,,
training_eda,2023-06,Mie Ayam Kamandaka,-7.3513209,109.2366206,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-06,Mie Ayam Mbak Kimun,-7.431097,109.2564693,6,2,4,Positif,EDA/labeler all_platforms,,,
training_eda,2023-06,Mie Ayam Tanjlig,-7.4164092,109.2294025,3,0,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-06,Mi Ayam Pak Wanto Purwokerto,-7.429113799999998,109.2445805,7,1,6,Positif,EDA/labeler all_platforms,,,
training_eda,2023-06,"Mie Ayam ""We-Tan""2",-7.4502034,109.24290609999998,3,1,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-06,MIE AYAM 99 KEBONDALEM PURWOKERTO,-7.4235824,109.2437874,1,1,0,Negatif,EDA/labeler all_platforms,,,
training_eda,2023-06,Bakmi Nyemek Andi,-7.4233206,109.2451137,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-06,Mie Ayam Pojok Lapang,-7.4356344,109.2732321,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-06,Mie Ayam Pak Gimin,-7.41966,109.2412438,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-06,Mie Ayam & Bakso WE-TAN,-7.4157893,109.2637874,4,0,4,Positif,EDA/labeler all_platforms,,,
training_eda,2023-06,Dapoer Prambanan,-7.4259542,109.2371769,3,1,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-06,Mie Ayam Mame,-7.4228848,109.240767,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-06,Mie ayam kaisar,-7.415882,109.2326629,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-06,Mie Ayam Pak Marso,-7.423968,109.236043,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-06,Mie Ayam Ijo Bpk. Sabar,-7.4235896,109.2391104,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-06,Mie Ayam Mas Mul Gendut,-7.4232472,109.2504548,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,Mie Ayam Bangka Oey,-7.413964,109.2376241,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,Mie Ayam dan Bakso Tunggal Rasa,-7.4171956,109.2461375,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,Mie Ayam Tipar,-7.427217,109.2351073,4,0,4,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,Mie Ayam Kamandaka,-7.3513209,109.2366206,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,Mie Ayam Pak Toro,-7.4223209,109.228104,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,Mie Ayam Mbak Kimun,-7.431097,109.25646930000002,7,1,6,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,Mie Ayam Deddy,-7.4301934,109.2559782,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,Mi Ayam Pak Wanto Purwokerto,-7.4291138,109.2445805,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,"Mie Ayam ""We-Tan""2",-7.4502034,109.2429061,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,Bakmi Nyemek Bu TRIMO,-7.4332135,109.2584942,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,MIE AYAM 99 KEBONDALEM PURWOKERTO,-7.4235824,109.2437874,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,Bakso Gendut Putro,-7.4275052,109.2525653,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,Mie Ayam Pojok Lapang,-7.4356344,109.2732321,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,MieAgo,-7.4082968,109.2749709,4,1,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,Dapoer Prambanan,-7.4259542,109.2371769,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,Mie Ayam Mame,-7.4228848,109.240767,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,Mie Ayam Pak Kumis Asli Bumiayu,-7.4002193,109.24451570000001,3,1,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,Mie Ayam Pak Marso,-7.423968,109.236043,4,0,4,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,Mie Ayam Gajah Mungkur (Pasar Burung),-7.4308108,109.2434074,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,Mie Ayam Ijo Bpk. Sabar,-7.4235896,109.2391104,2,1,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,Mie Ayam Mas Mul Gendut,-7.4232472,109.2504548,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-07,Mie Ayam Pak Kumis,-7.4120193,109.2451626,1,1,0,Negatif,EDA/labeler all_platforms,,,
training_eda,2023-07,Bakso Kota Cak Man,-7.4257816,109.2301284,1,1,0,Negatif,EDA/labeler all_platforms,,,
training_eda,2023-07,Mie Ayam Kriuk Purwokerto,-7.4447847,109.2491317,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-08,Mie Ayam Bangka Oey,-7.413964,109.2376241,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-08,Mie Ayam dan Bakso Tunggal Rasa,-7.4171956,109.2461375,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-08,Mie Ayam Tipar,-7.427217,109.2351073,1,1,0,Negatif,EDA/labeler all_platforms,,,
training_eda,2023-08,Mie Ayam Mbak Kimun,-7.431097,109.2564693,3,0,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-08,Mie Ayam Tanjlig,-7.4164092,109.2294025,3,0,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-08,Mie Ayam Anjatan Pak Kusman,-7.4092691,109.2175917,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-08,Mie Ayam Deddy,-7.4301934,109.2559782,3,0,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-08,Bakso Tetelan 161,-7.4075786,109.2304534,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-08,Mi Ayam Pak Wanto Purwokerto,-7.4291138,109.2445805,2,1,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-08,"Mie Ayam ""We-Tan""2",-7.4502034,109.24290609999998,3,1,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-08,Bakmi Nyemek Bu TRIMO,-7.4332135,109.2584942,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-08,MIE AYAM 99 KEBONDALEM PURWOKERTO,-7.4235824,109.2437874,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-08,Mie Ayam Pak Gimin,-7.41966,109.2412438,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-08,Mie Ayam & Bakso WE-TAN,-7.4157893,109.2637874,4,0,4,Positif,EDA/labeler all_platforms,,,
training_eda,2023-08,MieAgo,-7.4082968,109.2749709,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-08,Dapoer Prambanan,-7.4259542,109.2371769,4,0,4,Positif,EDA/labeler all_platforms,,,
training_eda,2023-08,Mie Ayam Mame,-7.4228848,109.240767,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-08,Mie Ayam Pak Kumis Asli Bumiayu,-7.4002193,109.2445157,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-08,Mie Ayam Pak Marso,-7.4239679999999995,109.236043,3,0,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-08,Mie Ayam Gajah Mungkur (Pasar Burung),-7.4308108,109.2434074,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-08,Mie Ayam Ijo Bpk. Sabar,-7.4235896,109.2391104,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-08,Mie Ayam Pak Kumis,-7.4120193,109.2451626,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-09,Mie Ayam dan Bakso Tunggal Rasa,-7.4171956,109.2461375,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-09,Mie Ayam Kang Sururi,-7.4121075,109.1733545,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-09,Mie Ayam Kamandaka,-7.3513209,109.2366206,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-09,Mie Ayam Pak Toro,-7.4223209,109.228104,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-09,Mie Ayam Mbak Kimun,-7.431097,109.2564693,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-09,Mie Ayam Anjatan Pak Kusman,-7.4092691,109.2175917,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-09,Mi Ayam Pak Wanto Purwokerto,-7.429113799999999,109.24458050000001,5,0,5,Positif,EDA/labeler all_platforms,,,
training_eda,2023-09,Bakmi Nyemek Bu TRIMO,-7.4332135,109.2584942,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-09,Bakmi Nyemek Andi,-7.4233206,109.2451137,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-09,Bakso Gendut Putro,-7.4275052,109.2525653,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-09,Mie Ayam Pojok Lapang,-7.4356344,109.2732321,1,1,0,Negatif,EDA/labeler all_platforms,,,
training_eda,2023-09,Mie Ayam Pak Gimin,-7.41966,109.2412438,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-09,Mie Ayam & Bakso WE-TAN,-7.4157893,109.2637874,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-09,MieAgo,-7.4082968,109.2749709,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-09,Dapoer Prambanan,-7.4259542,109.2371769,3,0,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-09,Mie Ayam Mame,-7.4228848,109.240767,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-09,Mie Ayam Pak Marso,-7.423968,109.236043,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-09,Mie Ayam Ijo Bpk. Sabar,-7.4235896,109.2391104,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-09,Mie Ayam Mas Mul Gendut,-7.4232472,109.2504548,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-09,Mie Ayam Pak Kumis,-7.4120193,109.2451626,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-09,Bakso Kota Cak Man,-7.4257816,109.2301284,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-10,"Mie Ayam ""Ti Tasik""",-7.4198261,109.2307849,1,1,0,Negatif,EDA/labeler all_platforms,,,
training_eda,2023-10,Mie Ayam Pak Toro,-7.4223209,109.228104,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-10,Mie Ayam Mbak Kimun,-7.431097,109.2564693,3,0,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-10,Mie Ayam Tanjlig,-7.4164092,109.2294025,3,0,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-10,Bakso Tetelan 161,-7.4075786,109.2304534,3,0,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-10,Mi Ayam Pak Wanto Purwokerto,-7.4291138,109.2445805,3,1,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-10,"Mie Ayam ""We-Tan""2",-7.4502034,109.2429061,2,1,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-10,Bakmi Nyemek Bu TRIMO,-7.4332135,109.25849420000002,3,1,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-10,Bakso Gendut Putro,-7.427505200000001,109.25256529999999,5,1,4,Positif,EDA/labeler all_platforms,,,
training_eda,2023-10,Mie Ayam Pojok Lapang,-7.4356344,109.2732321,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-10,Mie Ayam & Bakso WE-TAN,-7.4157893,109.2637874,4,1,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-10,MieAgo,-7.4082968,109.2749709,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-10,Dapoer Prambanan,-7.4259542,109.2371769,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-10,Mie Ayam Mame,-7.4228848,109.240767,2,2,0,Negatif,EDA/labeler all_platforms,,,
training_eda,2023-10,Mie Ayam Pak Kumis Asli Bumiayu,-7.4002193,109.2445157,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-10,Mie Jogja Pak Karso Purwokerto,-7.4168129,109.2420255,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-10,Mie Ayam Ijo Bpk. Sabar,-7.4235896,109.2391104,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-10,Bakso Kota Cak Man,-7.4257816,109.2301284,1,1,0,Negatif,EDA/labeler all_platforms,,,
training_eda,2023-11,Mie Ayam dan Bakso Tunggal Rasa,-7.4171956,109.2461375,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,Mie Ayam Lampung Khas Bangka Purwokerto,-7.4190533,109.2271083,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,Mie Ayam Tipar,-7.427217,109.2351073,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,Mie Ayam Pak Toro,-7.4223209,109.228104,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,Mie Ayam Mbak Kimun,-7.431097,109.2564693,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,Mie Ayam Tanjlig,-7.4164092,109.2294025,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,Mie Ayam Anjatan Pak Kusman,-7.4092691,109.2175917,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,Mie Ayam Deddy,-7.4301934,109.2559782,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,Bakso Tetelan 161,-7.4075786,109.2304534,2,1,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,Bakso & Mie Ayam NONI,-7.5364665,109.1215043,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,Mi Ayam Pak Wanto Purwokerto,-7.4291138,109.2445805,3,0,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,"Mie Ayam ""We-Tan""2",-7.4502034,109.2429061,2,1,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,Bakmi Nyemek Bu TRIMO,-7.4332135,109.2584942,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,MIE AYAM 99 KEBONDALEM PURWOKERTO,-7.4235824,109.2437874,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,Mie Ayam Bumiayu Pak Tomo,-7.4224605,109.2394877,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,Bakso Gendut Putro,-7.4275052,109.2525653,6,1,5,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,Mie Ayam & Bakso WE-TAN,-7.4157893,109.2637874,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,MieAgo,-7.4082968,109.2749709,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,Dapoer Prambanan,-7.4259542,109.2371769,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,Mie Ayam Mame,-7.4228848,109.240767,4,0,4,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,Mie Ayam Pak Kumis Asli Bumiayu,-7.4002193,109.2445157,1,1,0,Negatif,EDA/labeler all_platforms,,,
training_eda,2023-11,Mie ayam kaisar,-7.415882,109.2326629,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,Mie Ayam Pak Marso,-7.423968,109.236043,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-11,Mie Ayam Kriuk Purwokerto,-7.4447847,109.2491317,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-12,Mie Ayam Mbah Jas,-7.535501,109.12372,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-12,Mie Ayam dan Bakso Tunggal Rasa,-7.4171956,109.2461375,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-12,Bakso Daging Sapi Pak Giman Pasar Manis,-7.4189653,109.2269107,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-12,Mie Ayam Tanjlig,-7.416409200000001,109.22940250000002,5,0,5,Positif,EDA/labeler all_platforms,,,
training_eda,2023-12,Mie Ayam Deddy,-7.4301934,109.2559782,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-12,Bakso Tetelan 161,-7.4075786,109.2304534,3,0,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-12,Mi Ayam Pak Wanto Purwokerto,-7.4291138,109.2445805,3,0,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-12,Bakmi Nyemek Bu TRIMO,-7.4332135,109.2584942,4,1,3,Positif,EDA/labeler all_platforms,,,
training_eda,2023-12,Bakso Gendut Putro,-7.4275052,109.2525653,6,1,5,Positif,EDA/labeler all_platforms,,,
training_eda,2023-12,Mie Ayam Pak Gimin,-7.41966,109.2412438,4,0,4,Positif,EDA/labeler all_platforms,,,
training_eda,2023-12,Mie Ayam & Bakso WE-TAN,-7.4157893,109.2637874,3,1,2,Positif,EDA/labeler all_platforms,,,
training_eda,2023-12,MieAgo,-7.4082968,109.2749709,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-12,Mie Ayam Pak Marso,-7.423968,109.236043,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2023-12,Mie Ayam Ma-Dyang,-7.4207155,109.2595639,1,1,0,Negatif,EDA/labeler all_platforms,,,
training_eda,2024-01,Mie Ayam dan Bakso Tunggal Rasa,-7.4171956,109.2461375,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,Mie Ayam Kamandaka,-7.3513209,109.2366206,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,Mie Ayam Pak Toro,-7.4223209,109.228104,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,Mie Ayam Mbak Kimun,-7.431097,109.2564693,6,0,6,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,Mie Ayam Tanjlig,-7.4164092,109.2294025,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,Mie Ayam Anjatan Pak Kusman,-7.4092691,109.2175917,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,Mie Ayam Deddy,-7.4301934,109.2559782,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,Bakso Tetelan 161,-7.4075786,109.2304534,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,Bakso & Mie Ayam NONI,-7.5364665,109.1215043,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,Mi Ayam Pak Wanto Purwokerto,-7.4291138,109.2445805,4,0,4,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,"Mie Ayam ""We-Tan""2",-7.4502034,109.2429061,2,2,0,Negatif,EDA/labeler all_platforms,,,
training_eda,2024-01,Bakmi Nyemek Bu TRIMO,-7.4332135,109.2584942,4,1,3,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,Mie Ayam Pak Gimin,-7.41966,109.2412438,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,Mie Ayam & Bakso WE-TAN,-7.4157893,109.2637874,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,MieAgo,-7.4082968,109.2749709,1,1,0,Negatif,EDA/labeler all_platforms,,,
training_eda,2024-01,Dapoer Prambanan,-7.4259542,109.2371769,4,1,3,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,Mie Ayam Mame,-7.4228848,109.240767,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,Mie Ayam Pak Kumis Asli Bumiayu,-7.4002193,109.2445157,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,Mie Jogja Pak Karso Purwokerto,-7.4168129,109.2420255,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,Mie Ayam Goar,-7.4260842,109.2493904,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,Mie ayam kaisar,-7.415882,109.2326629,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,Mie Ayam Pak Marso,-7.423968,109.236043,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,Mie Ayam Ijo Bpk. Sabar,-7.4235896,109.2391104,3,0,3,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,"Mie Ayam 88 (Mie Ayam, Mie Bakso, Bebek Goreng, Ayam Goreng)",-7.4216875,109.23643749999998,6,0,6,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,Mie Ayam Mas Mul Gendut,-7.4232472,109.2504548,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-01,Bakso Kota Cak Man,-7.4257816,109.2301284,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-02,Mie Ayam dan Bakso Tunggal Rasa,-7.417195600000001,109.2461375,5,2,3,Positif,EDA/labeler all_platforms,,,
training_eda,2024-02,Mie Ayam Tipar,-7.427217,109.2351073,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2024-02,Mie Ayam Pak Toro,-7.4223209,109.228104,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-02,Mie Ayam Kita (spesial Rendang),-7.3995374,109.240713,5,1,4,Positif,EDA/labeler all_platforms,,,
training_eda,2024-02,Mie Ayam Tanjlig,-7.4164092,109.2294025,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-02,Mie Ayam Anjatan Pak Kusman,-7.4092691,109.2175917,1,1,0,Negatif,EDA/labeler all_platforms,,,
training_eda,2024-02,Mie Ayam Deddy,-7.4301934,109.2559782,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2024-02,Bakso & Mie Ayam NONI,-7.5364665,109.1215043,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2024-02,Bakmi Nyemek Bu TRIMO,-7.4332135,109.2584942,2,1,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-02,Mie Ayam Bumiayu Pak Tomo,-7.4224605,109.2394877,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2024-02,Bakso Gendut Putro,-7.4275052,109.2525653,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2024-02,Mie Ayam Pak Gimin,-7.41966,109.2412438,3,0,3,Positif,EDA/labeler all_platforms,,,
training_eda,2024-02,Dapoer Prambanan,-7.4259542,109.2371769,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-02,Mie Ayam Mame,-7.4228848,109.240767,2,1,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-02,Mie Ayam Goar,-7.426084199999999,109.2493904,6,1,5,Positif,EDA/labeler all_platforms,,,
training_eda,2024-02,Mie Ayam Pak Marso,-7.423968,109.236043,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2024-02,Mie Ayam Ma-Dyang,-7.4207155,109.2595639,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-02,Mie Ayam Pak Kumis,-7.4120193,109.2451626,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2024-03,Mie Ayam dan Bakso Tunggal Rasa,-7.4171956,109.2461375,2,1,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-03,Mie Ayam Tipar,-7.427217,109.2351073,4,0,4,Positif,EDA/labeler all_platforms,,,
training_eda,2024-03,Mie Ayam Kita (spesial Rendang),-7.3995374,109.24071299999999,13,0,13,Positif,EDA/labeler all_platforms,,,
training_eda,2024-03,Mie Ayam Mbak Kimun,-7.431097,109.2564693,3,1,2,Positif,EDA/labeler all_platforms,,,
training_eda,2024-03,Mie Ayam Tanjlig,-7.4164092,109.2294025,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-03,Mie Ayam Deddy,-7.4301934,109.2559782,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-03,Mi Ayam Pak Wanto Purwokerto,-7.4291138,109.2445805,2,0,2,Positif,EDA/labeler all_platforms,,,
training_eda,2024-03,BAKSO & MIE AYAM LA TANZA cabang sumedang,-7.3989062,109.2358174,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-03,"Mie Ayam ""We-Tan""2",-7.4502034,109.2429061,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-03,Mie Ayam Bumiayu Pak Tomo,-7.4224605,109.2394877,1,0,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-03,Mie Ayam Pak Gimin,-7.41966,109.2412438,2,1,1,Positif,EDA/labeler all_platforms,,,
training_eda,2024-03,Mie Ayam & Bakso WE-TAN,-7.4157893,109.2637874,1,1,0,Negatif,EDA/labeler all_platforms,,,
