split,accuracy,balanced_accuracy,macro_f1,weighted_f1,precision_neg,recall_neg,f1_neg,precision_pos,recall_pos,f1_pos,roc_auc,pr_auc_pos,mcc,cohen_kappa,brier_pos,log_loss,tn,fp_neg_to_pos,fn_pos_to_neg,tp
Validation,0.9490445859872612,0.8885195035460993,0.8680672268907563,0.9503612910132204,0.7222222222222222,0.8125,0.7647058823529411,0.9784172661870504,0.9645390070921985,0.9714285714285714,0.9791666666666667,0.9976088529894885,0.7378510773883353,0.7362452750944981,0.033352886160387556,0.118157314228227,13,3,5,136
Test,0.9493670886075949,0.8940342094284521,0.8746031746031746,0.9505927265420936,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.9784172661870504,0.9645390070921985,0.9714285714285714,0.9691280767626198,0.9965254011627973,0.7507818071392973,0.7493058310194367,0.04656538093988983,0.15798684553424108,14,3,5,136
